Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-07-08 00:00:00-04:00,2979.77001953125,3013.919921875,2963.43994140625,3013.77001953125,15253340000,0.0,0.0
2019-07-15 00:00:00-04:00,3017.800048828125,3017.800048828125,2973.090087890625,2976.610107421875,16014490000,0.0,0.0
2019-07-22 00:00:00-04:00,2981.929931640625,3027.97998046875,2976.64990234375,3025.860107421875,16700450000,0.0,0.0
2019-07-29 00:00:00-04:00,3024.469970703125,3025.610107421875,2914.110107421875,2932.050048828125,20160210000,0.0,0.0
2019-08-05 00:00:00-04:00,2898.070068359375,2938.719970703125,2822.1201171875,2918.64990234375,20687590000,0.0,0.0
2019-08-12 00:00:00-04:00,2907.070068359375,2943.31005859375,2825.510009765625,2888.679931640625,19076710000,0.0,0.0
2019-08-19 00:00:00-04:00,2913.47998046875,2939.080078125,2834.969970703125,2847.110107421875,16141480000,0.0,0.0
2019-08-26 00:00:00-04:00,2866.699951171875,2940.429931640625,2853.050048828125,2926.4599609375,15686820000,0.0,0.0
2019-09-02 00:00:00-04:00,2909.010009765625,2985.860107421875,2891.85009765625,2978.7099609375,13707670000,0.0,0.0
2019-09-09 00:00:00-04:00,2988.429931640625,3020.739990234375,2957.010009765625,3007.389892578125,19712530000,0.0,0.0
2019-09-16 00:00:00-04:00,2996.409912109375,3021.989990234375,2978.570068359375,2992.070068359375,20787010000,0.0,0.0
2019-09-23 00:00:00-04:00,2983.5,3007.97998046875,2945.530029296875,2961.7900390625,16722640000,0.0,0.0
2019-09-30 00:00:00-04:00,2967.070068359375,2992.530029296875,2855.93994140625,2952.010009765625,17244790000,0.0,0.0
2019-10-07 00:00:00-04:00,2944.22998046875,2993.280029296875,2892.659912109375,2970.27001953125,15880820000,0.0,0.0
2019-10-14 00:00:00-04:00,2965.81005859375,3008.2900390625,2962.93994140625,2986.199951171875,15507120000,0.0,0.0
2019-10-21 00:00:00-04:00,2996.47998046875,3027.389892578125,2991.2099609375,3022.550048828125,17288670000,0.0,0.0
2019-10-28 00:00:00-04:00,3032.1201171875,3066.949951171875,3023.18994140625,3066.909912109375,19004660000,0.0,0.0
2019-11-04 00:00:00-05:00,3078.9599609375,3097.77001953125,3065.889892578125,3093.080078125,20794290000,0.0,0.0
2019-11-11 00:00:00-05:00,3080.330078125,3120.4599609375,3075.820068359375,3120.4599609375,16692290000,0.0,0.0
2019-11-18 00:00:00-05:00,3117.909912109375,3127.639892578125,3091.409912109375,3110.2900390625,18074100000,0.0,0.0
2019-11-25 00:00:00-05:00,3117.43994140625,3154.260009765625,3117.43994140625,3140.97998046875,12893650000,0.0,0.0
2019-12-02 00:00:00-05:00,3143.85009765625,3150.60009765625,3070.330078125,3145.909912109375,17504100000,0.0,0.0
2019-12-09 00:00:00-05:00,3141.860107421875,3182.679931640625,3126.090087890625,3168.800048828125,17765280000,0.0,0.0
2019-12-16 00:00:00-05:00,3183.6298828125,3225.64990234375,3183.6298828125,3221.219970703125,22184930000,0.0,0.0
2019-12-23 00:00:00-05:00,3226.050048828125,3247.929931640625,3220.510009765625,3240.02001953125,8954750000,0.0,0.0
2019-12-30 00:00:00-05:00,3240.090087890625,3258.139892578125,3212.030029296875,3234.85009765625,12861110000,0.0,0.0
2020-01-06 00:00:00-05:00,3217.550048828125,3282.989990234375,3214.639892578125,3265.35009765625,17721020000,0.0,0.0
2020-01-13 00:00:00-05:00,3271.1298828125,3329.8798828125,3268.429931640625,3329.6201171875,18135300000,0.0,0.0
2020-01-20 00:00:00-05:00,3321.030029296875,3337.77001953125,3281.530029296875,3295.469970703125,15204110000,0.0,0.0
2020-01-27 00:00:00-05:00,3247.159912109375,3293.469970703125,3214.679931640625,3225.52001953125,19282920000,0.0,0.0
2020-02-03 00:00:00-05:00,3235.659912109375,3347.9599609375,3235.659912109375,3327.7099609375,19500010000,0.0,0.0
2020-02-10 00:00:00-05:00,3318.280029296875,3385.090087890625,3317.77001953125,3380.159912109375,18077170000,0.0,0.0
2020-02-17 00:00:00-05:00,3369.0400390625,3393.52001953125,3328.449951171875,3337.75,15292560000,0.0,0.0
2020-02-24 00:00:00-05:00,3257.610107421875,3259.81005859375,2855.840087890625,2954.219970703125,31566850000,0.0,0.0
2020-03-02 00:00:00-05:00,2974.280029296875,3136.719970703125,2901.5400390625,2972.3701171875,29965390000,0.0,0.0
2020-03-09 00:00:00-04:00,2863.889892578125,2882.590087890625,2478.860107421875,2711.02001953125,40664410000,0.0,0.0
2020-03-16 00:00:00-04:00,2508.590087890625,2562.97998046875,2280.52001953125,2304.919921875,41985050000,0.0,0.0
2020-03-23 00:00:00-04:00,2290.7099609375,2637.010009765625,2191.860107421875,2541.469970703125,37243200000,0.0,0.0
2020-03-30 00:00:00-04:00,2558.97998046875,2641.389892578125,2447.489990234375,2488.64990234375,30852490000,0.0,0.0
2020-04-06 00:00:00-04:00,2578.280029296875,2818.570068359375,2574.570068359375,2789.820068359375,27229510000,0.0,0.0
2020-04-13 00:00:00-04:00,2782.4599609375,2879.219970703125,2721.169921875,2874.56005859375,27176880000,0.0,0.0
2020-04-20 00:00:00-04:00,2845.6201171875,2868.97998046875,2727.10009765625,2836.739990234375,26590900000,0.0,0.0
2020-04-27 00:00:00-04:00,2854.64990234375,2954.860107421875,2821.610107421875,2830.7099609375,28845520000,0.0,0.0
2020-05-04 00:00:00-04:00,2815.010009765625,2932.159912109375,2797.85009765625,2929.800048828125,24823610000,0.0,0.0
2020-05-11 00:00:00-04:00,2915.4599609375,2945.820068359375,2766.639892578125,2863.699951171875,27249840000,0.0,0.0
2020-05-18 00:00:00-04:00,2913.860107421875,2980.2900390625,2913.860107421875,2955.449951171875,25310860000,0.0,0.0
2020-05-25 00:00:00-04:00,3004.080078125,3068.669921875,2969.75,3044.31005859375,24991070000,0.0,0.0
2020-06-01 00:00:00-04:00,3038.780029296875,3211.719970703125,3031.5400390625,3193.929931640625,30977470000,0.0,0.0
2020-06-08 00:00:00-04:00,3199.919921875,3233.1298828125,2984.469970703125,3041.31005859375,34390750000,0.0,0.0
2020-06-15 00:00:00-04:00,2993.760009765625,3155.530029296875,2965.659912109375,3097.739990234375,28959080000,0.0,0.0
2020-06-22 00:00:00-04:00,3094.419921875,3154.89990234375,3004.6298828125,3009.050048828125,27951760000,0.0,0.0
2020-06-29 00:00:00-04:00,3018.590087890625,3165.81005859375,2999.739990234375,3130.010009765625,17826770000,0.0,0.0
2020-07-06 00:00:00-04:00,3155.2900390625,3186.820068359375,3115.699951171875,3185.0400390625,23635640000,0.0,0.0
2020-07-13 00:00:00-04:00,3205.080078125,3238.280029296875,3127.659912109375,3224.72998046875,22082120000,0.0,0.0
2020-07-20 00:00:00-04:00,3224.2900390625,3279.989990234375,3200.050048828125,3215.6298828125,20789280000,0.0,0.0
2020-07-27 00:00:00-04:00,3219.840087890625,3272.169921875,3204.1298828125,3271.1201171875,21774140000,0.0,0.0
2020-08-03 00:00:00-04:00,3288.260009765625,3352.5400390625,3284.530029296875,3351.280029296875,21777340000,0.0,0.0
2020-08-10 00:00:00-04:00,3356.0400390625,3387.889892578125,3326.43994140625,3372.85009765625,19619500000,0.0,0.0
2020-08-17 00:00:00-04:00,3380.860107421875,3399.9599609375,3354.68994140625,3397.159912109375,17745410000,0.0,0.0
